Date,Reference,Value,Merchant,Transaction description,Transaction description 2
21/03/2017,753259948,214.80,www.environmentjob.co.,Advertising & Publicity,Garden Scheme
21/03/2017,753259891,205.53,www.cips.org,Subscriptions,Procurement
21/03/2017,753256950,170.00,people in action,Grants,Landscape & Play
21/03/2017,753251432,128.66,amazon uk marketplace,Instructors & Coaching Fees,Tenants Associations Grants
21/03/2017,753259890,123.42,www.cips.org,Subscriptions,Procurement
21/03/2017,753254892,68.90,gwr oxford sst,Public Transport,Museum Of Oxford
21/03/2017,753254894,68.90,gwr oxford to,Public Transport,International Exch - Other
21/03/2017,753256571,60.00,occ parking pcn (m),Materials,domestic recycling Projects
21/03/2017,753260182,43.20,www.thekey.co.uk,Instructors & Coaching Fees,Tenants Associations Grants
21/03/2017,753256755,42.00,oxford garden cent,Plants,Grounds Maintenance
21/03/2017,753584153,41.87,trainline,Public Transport,
21/03/2017,753257842,36.95,screwfix oxford,Energy Conservation,Energy Efficiency Grants
21/03/2017,753258011,30.60,smith  low ltd,Furniture & Equipment Purchase,Homelessness Running Expenditure
21/03/2017,753255934,28.50,love2shop.co.uk,Other Miscellaneous Expenses,Sport and Physical Activity Team
21/03/2017,753251470,21.31,amazon uk marketplace,Instructors & Coaching Fees,Tenants Associations Grants
21/03/2017,753251431,10.29,amazon uk marketplace,Instructors & Coaching Fees,Tenants Associations Grants
21/03/2017,753256839,5.00,paypal  ocva,TRAINING EXPENSES,Learning & Development (GF)
21/03/2017,753258168,1.70,summertown car park,Other Miscellaneous Expenses,Suburban - Summertown
21/03/2017,753256693,-33.52,openmesh - utility,Hardware Purchase,Transformation Wifi Infrastructure
21/03/2017,753258917,-100.00,travelodge gb0000,Subsistence,Compensation & Reimbursement Payments
22/03/2017,753585291,357.60,www.pmgltd.co.uk,Conferences/Seminars,Business Transformation Management
22/03/2017,753585059,154.00,weald of kent,Training Short Courses,OBS Administration
22/03/2017,753582926,60.00,reynolds blinds,Materials,Trading Account BS Oxford University D2D
22/03/2017,753580923,50.88,marksspencer plc,Provisions,Environmental Policy
22/03/2017,753588644,34.20,haddenham  thame park,Public Transport,Management Costs
22/03/2017,753577383,34.00,boccia england,Furniture & Equipment Purchase,School Games
22/03/2017,753580924,30.00,marksspencer plc,Hospitality,Lord Mayors Secretariat
22/03/2017,753585132,27.28,wickes,Furniture & Equipment Purchase,Homelessness Running Expenditure
22/03/2017,753581689,25.96,paypal  chemicalhut,Furniture & Equipment Purchase,School Games
22/03/2017,753583597,5.50,tesco stores 6292,Hospitality,Lord Mayors Secretariat
22/03/2017,753583048,5.40,sainsburys s/mkts,Provisions,Environmental Policy
22/03/2017,753583047,2.85,sainsburys s/mkts,Provisions,Environmental Policy
23/03/2017,753929775,882.34,box ltd-online,Hardware Purchase,Street Cleansing Account
23/03/2017,753949164,415.14,m and h media ltd,TRAINING EXPENSES,Arts Development
23/03/2017,753950161,325.00,possessionclaim.go,Court Fees,Rents Team
23/03/2017,753929743,315.99,currys online,Furniture & Equipment Purchase,Town Hall Civic Management
23/03/2017,753966931,270.00,weddingvenuescom,Advertising & Publicity,Town Hall Civic Management
23/03/2017,753929949,225.00,crisis,Conferences/Seminars,Environmental Policy
23/03/2017,753926941,165.93,amazon uk retail,Health & Safety,Customer Services
23/03/2017,753949887,148.30,mdgretaillt,Furniture & Equipment Purchase,Town Hall Admin. Offices
23/03/2017,753949705,121.00,oxford291office,Court Fees,Legal Services
23/03/2017,753949704,121.00,oxford291office,Court Fees,Legal Services
23/03/2017,753949949,112.50,paypal  lennoxtradi,Materials,Museum Aspire Funding
23/03/2017,753940041,60.00,gwr websales,TRAINING EXPENSES,Arts Development
23/03/2017,753966967,48.00,wilko retail limit,Furniture & Equipment Purchase,Homelessness Running Expenditure
23/03/2017,753966926,46.61,trainline,Public Transport,Members Support
23/03/2017,753940294,37.02,homebase ltd 091,Furniture & Equipment Purchase,Homelessness Running Expenditure
23/03/2017,753957188,30.00,sainsburys s/mkts,Awards / Prizes,Tenants Associations Grants
23/03/2017,754356387,29.00,paypal  apple store,General Contracted Services,Museum Aspire Funding
23/03/2017,753927014,27.97,amazon uk marketplace,Furniture & Equipment Purchase,Engineering Operations A/c
23/03/2017,754356386,19.00,paypal  apple store,General Contracted Services,Museum Aspire Funding
23/03/2017,753929948,10.99,argos retail group,Furniture & Equipment Purchase,Carbon MAnagement
23/03/2017,753929499,7.00,b  q 1176,Instructors & Coaching Fees,Tenants Associations Grants
23/03/2017,753929499,7.00,b  q 1176,Instructors & Coaching Fees,Tenants Associations Grants
23/03/2017,753929499,7.00,b  q 1176,Instructors & Coaching Fees,Tenants Associations Grants
23/03/2017,753929499,7.00,b  q 1176,Instructors & Coaching Fees,Tenants Associations Grants
23/03/2017,753929499,7.00,b  q 1176,Instructors & Coaching Fees,Tenants Associations Grants
23/03/2017,753966747,6.00,www.oxford.gov.uk,General Contracted Services,Dance Development
23/03/2017,753949268,5.50,poundland ltd 1586,Furniture & Equipment Purchase,Tenants Associations Grants
23/03/2017,753967481,-54.60,trainline,Public Transport,Customer Services
23/03/2017,753967480,-54.60,trainline,Public Transport,Customer Services
24/03/2017,754348020,308.00,oxford291office,Court Fees,Legal Services
24/03/2017,754352203,249.99,argos retail group,Furniture & Equipment Purchase,Youth Ambition Programme
24/03/2017,754350099,71.81,trainline,Public Transport,Finance & Admin
24/03/2017,754343585,60.00,bus ticket or emt wifi,Public Transport,Sustainable City
24/03/2017,754350926,59.00,www.just eat.co.uk,Subsistence,Tenants Associations Grants
24/03/2017,754356541,49.96,paypal  warehouse24,General Contracted Services,Museum Aspire Funding
24/03/2017,754352204,35.97,argos retail group,Furniture & Equipment Purchase,Youth Ambition Programme
24/03/2017,754356451,33.00,people in action,Grants,Landscape & Play
24/03/2017,754349375,27.95,smith  low ltd,Furniture & Equipment Purchase,Homelessness Running Expenditure
24/03/2017,754358047,14.99,tesco - the beanie house,Furniture & Equipment Purchase,Youth Ambition Programme
24/03/2017,754343024,5.00,asda home shopping,Provisions,Compensation & Reimbursement Payments
25/03/2017,754342767,33.54,amazon uk retail amazon.,Furniture & Equipment Purchase,Health Development
26/03/2017,754351733,60.30,amazon uk marketplace,Materials,Museum Aspire Funding
27/03/2017,755206010,259.78,amazon uk marketplace,Hardware Purchase,Mainframe Associated Costs
27/03/2017,755247622,228.00,www.oxford.ac.uk,Conferences/Seminars,Sustainable City
27/03/2017,755247534,222.00,www.idhdirect.co.uk,D2D,GF Capital Supplies
27/03/2017,755210012,186.37,argos ltd,Internal Decorations,North - Planned Maint.
27/03/2017,755247829,145.50,tv licensing,Licences (Non-Transport),Cowley Marsh Depot Costs
27/03/2017,755229210,133.26,lion picture framing s,General Contracted Services,Museum Aspire Funding
27/03/2017,755247937,130.74,www.eduquip.co.uk,Furniture & Equipment Purchase,Youth Ambition Programme
27/03/2017,755219622,128.70,dunelm ltd,Internal Decorations,North - Planned Maint.
27/03/2017,755236384,124.13,trainline,TRAINING EXPENSES,Arts Development
27/03/2017,755248042,59.92,www.lsc-uk.com,Tools,Tree Maintenance
27/03/2017,755219687,43.96,decathlon uk ltd,Furniture & Equipment Purchase,Youth Ambition Programme
27/03/2017,755236502,25.00,tesco stores 6292,Awards / Prizes,Tenants Associations Grants
27/03/2017,755210140,22.97,argos retail group,Furniture & Equipment Purchase,Youth Ambition Programme
27/03/2017,755248035,22.50,wickes,Furniture & Equipment Purchase,Minor Works
27/03/2017,755247260,20.00,wilko retail limit,Bond Payments Homeless,Private Lease Scheme
27/03/2017,755236917,3.99,robert dyas holdng ltd,Tools,Environmental Policy
27/03/2017,755229432,-25.50,marksspencer plc,Provisions,International Exch - Other
28/03/2017,755626470,276.00,eb  the future nhs pla,Conferences,Finance & Admin
28/03/2017,755635453,121.00,oxford291office,Court Fees,Legal Services
28/03/2017,755219648,68.90,gwr oxford to,Public Transport,Accountancy
28/03/2017,755209644,63.70,chiltern railway ltd,Public Transport,Administration:
28/03/2017,755205874,51.96,amazon uk marketplace,Furniture & Equipment Purchase,Mainframe Associated Costs
28/03/2017,755659679,42.94,zavvi,Other Miscellaneous Expenses,Youth Ambition Programme
28/03/2017,755659678,36.95,www.theworks.co.uk,Furniture & Equipment Purchase,Youth Ambition Programme
28/03/2017,755635787,34.99,hugheselectrical.c,Furniture & Equipment Purchase,Youth Ambition Programme
28/03/2017,755635786,34.99,hugheselectrical.c,Furniture & Equipment Purchase,Youth Ambition Programme
28/03/2017,755205873,32.98,amazon uk marketplace,Furniture & Equipment Purchase,Mainframe Associated Costs
28/03/2017,755617043,27.54,aramis rugby ltd,Furniture & Equipment Purchase,Youth Ambition Programme
28/03/2017,755644671,8.67,screwfix oxford,General Contracted Services,External Private Sector Works
28/03/2017,755206602,6.79,amazon uk marketplace,Furniture & Equipment Purchase,Park Attendants & Facilities
28/03/2017,755229476,6.70,postoffice selfservice,Postage & Carriage,Peartree Pay & Display
28/03/2017,755247377,3.64,vale of whitehorse,Homeless Prevention,Home Choice Scheme
28/03/2017,755644501,2.99,ryman 1172,Hardware Purchase,Mainframe Associated Costs
29/03/2017,755615457,"1,140.00",daily information,Advertising & Publicity,Housing Options and Allocations
29/03/2017,755653020,425.00,tesco stores 6292,Awards / Prizes,Tenants Associations Grants
29/03/2017,755635454,355.00,oxford291office,Court Fees,Legal Services
29/03/2017,755635452,255.00,oxford291office,Court Fees,Legal Services
29/03/2017,755635455,255.00,oxford291office,Court Fees,Legal Services
29/03/2017,755644220,120.00,sainsburys smkt,Awards / Prizes,Tenants Associations Grants
29/03/2017,755608255,114.88,amazon uk marketplace,General Stationery Supplies,Street Cleansing Account
29/03/2017,755659677,102.40,www.sweatband.com,Furniture & Equipment Purchase,Youth Ambition Programme
29/03/2017,755644221,100.00,sainsburys smkt,Awards / Prizes,Tenants Associations Grants
29/03/2017,755615890,96.98,carpets 4 less,Furniture & Equipment Purchase,Homelessness Running Expenditure
29/03/2017,755626711,90.93,decathlon uk ltd,Furniture & Equipment Purchase,Youth Ambition Programme
29/03/2017,755644223,80.00,post office counter,Awards / Prizes,Tenants Associations Grants
29/03/2017,755644222,75.00,sainsburys smkt,Awards / Prizes,Tenants Associations Grants
29/03/2017,755654107,56.95,tesco direct,Furniture & Equipment Purchase,Youth Ambition Programme
29/03/2017,755653997,33.80,toolstation,Fire Damage & Other Equipment Repairs,All Housing Areas
29/03/2017,755616667,27.37,amazon uk retail amazon.,General Stationery Supplies,Street Cleansing Account
29/03/2017,755608254,27.36,amazon uk retail,General Stationery Supplies,Street Cleansing Account
29/03/2017,755608646,22.45,amazon uk marketplace,Furniture & Equipment Purchase,Landscape & Play
29/03/2017,755617044,17.00,asda george com leeds,Provisions,Youth Ambition Programme
29/03/2017,755635987,6.00,land registry,General Contracted Services,Tree Maintenance
29/03/2017,755635988,3.00,land registry,General Contracted Services,Tree Maintenance
29/03/2017,755653776,2.89,tesco stores 6167,Provisions,Finance & Admin
30/03/2017,755625971,"1,663.68",google  site search,Software Maintenance/Running Costs,Mainframe Associated Costs
30/03/2017,755659047,178.80,www.pmgltd.co.uk,Conferences/Seminars,Community Housing Management
30/03/2017,755626471,140.00,hemming group ltd,Subscriptions,Finance & Admin
